"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"$RT_OFF$";"16.10.2017 17:19:30";0;2;43024721871,4236
"$RT_OFF$";"19.10.2017 11:49:01";0;2;43027492372,9282
"$RT_OFF$";"19.10.2017 15:16:09";0;2;43027636215,5324
"$RT_OFF$";"19.10.2017 15:30:41";0;2;43027646310,8796
